ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Gene_name
cel00380	Tryptophan metabolism	9/235	21/981	0.04211698175731429	0.13274276468545979	0.09176247676606804	CELE_K04F1.15/CELE_T08B1.3/CELE_C05D2.4/CELE_R03A10.4/CELE_C15H9.7/CELE_C28H8.11/CELE_LLC1.3/CELE_T05G5.6/CELE_Y69F12A.2	9	alh-2,alh-5,bas-1,nkat-3,kynu-1,tdo-2,dld-1,ech-6,alh-12
cel00410	beta-Alanine metabolism	7/235	15/981	0.044615804217806115	0.13274276468545979	0.09176247676606804	CELE_K04F1.15/CELE_T08B1.3/CELE_C47E12.8/CELE_K04D7.3/CELE_T05G5.6/CELE_F13D12.4/CELE_Y69F12A.2	7	alh-2,alh-5,dhp-2,gta-1,ech-6,alh-8,alh-12
cel00480	Glutathione metabolism	12/235	31/981	0.04556841175769515	0.13274276468545979	0.09176247676606804	CELE_F37B12.2/CELE_Y48E1B.10/CELE_C03C10.3/CELE_C11E4.1/CELE_C34F6.8/CELE_F26E4.12/CELE_T03D8.6/CELE_C29E4.7/CELE_C02D5.4/CELE_R107.7/CELE_C46F11.2/CELE_F59B8.2	12	gcs-1,gst-20,rnr-2,gpx-5,idh-2,gpx-1,T03D8.6,gsto-1,C02D5.4,gst-1,gsr-1,idh-1
cel00020	Citrate cycle (TCA cycle)	10/235	27/981	0.08675550357731426	0.24219244748666896	0.16742290164043105	CELE_C34F6.8/CELE_C30F12.7/CELE_F46E10.10/CELE_R11A5.4/CELE_ZK455.1/CELE_W05G11.6/CELE_LLC1.3/CELE_T20G5.2/CELE_F59B8.2/CELE_F20H11.3	10	idh-2,idhg-2,mdh-1,pck-2,aco-1,pck-1,dld-1,cts-1,idh-1,mdh-2
cel00071	Fatty acid degradation	9/235	25/981	0.11881347487750148	0.318420112671704	0.22011759556252905	CELE_K04F1.15/CELE_T08B1.3/CELE_B0303.3/CELE_T08G2.3/CELE_T25G12.5/CELE_C55B7.4/CELE_K12G11.3/CELE_T05G5.6/CELE_Y69F12A.2	9	alh-2,alh-5,B0303.3,acdh-10,acdh-7,acdh-1,sodh-1,ech-6,alh-12
cel03018	RNA degradation	6/235	15/981	0.12462920779121428	0.32115988161582143	0.22201154424345862	CELE_ZC518.3/CELE_Y113G7A.9/CELE_F40F8.9/CELE_F32A5.7/CELE_Y71G12B.14/CELE_T21B10.2	6	ccr-4,dcs-1,lsm-1,lsm-4,lsm-6,enol-1
cel00500	Starch and sucrose metabolism	5/235	12/981	0.13548810443563694	0.33621122211806204	0.23241624152701854	CELE_C50B6.7/CELE_C50F7.10/CELE_R05F9.6/CELE_Y43F4B.5/CELE_Y87G2A.8	5	C50B6.7,klo-1,R05F9.6,Y43F4B.5,gpi-1
cel00053	Ascorbate and aldarate metabolism	5/235	13/981	0.1791277782002824	0.4138469358420317	0.28608429186251993	CELE_K04F1.15/CELE_T08B1.3/CELE_Y105E8B.9/CELE_Y69F12A.2/CELE_F29F11.1	5	alh-2,alh-5,Y105E8B.9,alh-12,sqv-4
cel04068	FoxO signaling pathway	5/235	13/981	0.1791277782002824	0.4138469358420317	0.28608429186251993	CELE_F43C1.2/CELE_F10D11.1/CELE_T01C8.1/CELE_R11A5.4/CELE_W05G11.6	5	mpk-1,sod-2,aak-2,pck-2,pck-1
cel04146	Peroxisome	8/235	24/981	0.19498717142790042	0.435471349522311	0.301032826064127	CELE_C15F1.7/CELE_F10D11.1/CELE_C34F6.8/CELE_T14D7.1/CELE_E04F6.3/CELE_Y25C1A.13/CELE_Y71G12B.10/CELE_F59B8.2	8	sod-1,sod-2,idh-2,agxt-1,maoc-1,Y25C1A.13,Y71G12B.10,idh-1
cel00640	Propanoate metabolism	6/235	17/981	0.20188976711964526	0.4363423999037494	0.3016349661549878	CELE_C36A4.9/CELE_F13D12.2/CELE_K04D7.3/CELE_LLC1.3/CELE_T05G5.6/CELE_F13D12.4	6	acs-19,ldh-1,gta-1,dld-1,ech-6,alh-8
cel00230	Purine metabolism	10/235	32/981	0.2158531088046875	0.45194244655981447	0.31241897326994245	CELE_Y37H9A.6/CELE_C03C10.3/CELE_K02D7.1/CELE_T03F1.8/CELE_C37H5.6/CELE_F25H2.5/CELE_R05F9.6/CELE_Y43F4B.5/CELE_R07H5.8/CELE_F32D1.5	10	ndx-4,rnr-2,K02D7.1,guk-1,adss-1,ndk-1,R05F9.6,Y43F4B.5,R07H5.8,F32D1.5
cel00310	Lysine degradation	5/235	14/981	0.22718551811052226	0.4612554458607573	0.31885686752354	CELE_K04F1.15/CELE_T08B1.3/CELE_LLC1.3/CELE_T05G5.6/CELE_Y69F12A.2	5	alh-2,alh-5,dld-1,ech-6,alh-12
cel00040	Pentose and glucuronate interconversions	4/235	11/981	0.25752805790732936	0.5074817611703255	0.3508122151059595	CELE_Y39G8B.1/CELE_Y105E8B.9/CELE_F08F8.7/CELE_F29F11.1	4	Y39G8B.1,Y105E8B.9,F08F8.7,sqv-4
cel04130	SNARE interactions in vesicular transport	5/235	15/981	0.2784636732701758	0.5330590316886222	0.36849328192143566	CELE_F35C8.4/CELE_T01B11.3/CELE_Y57G11C.4/CELE_F08F8.8/CELE_ZC155.7	5	syx-3,syx-4,vti-1,gos-28,syx-16
cel04361	Axon regeneration	6/235	19/981	0.2920982046915017	0.5436272142869616	0.3757988598370198	CELE_C05D2.4/CELE_R10H10.5/CELE_ZK909.2/CELE_K08A8.1/CELE_T01C8.1/CELE_C26C6.2	6	bas-1,gpa-7,kin-1,mek-1,aak-2,goa-1
cel04150	mTOR signaling pathway	8/235	28/981	0.3491446600696444	0.6322349249909777	0.4370516370715321	CELE_Y18D10A.5/CELE_B0348.6/CELE_F43C1.2/CELE_Y77E11A.13/CELE_T24F1.1/CELE_Y53C12A.4/CELE_R02E12.2/CELE_T01C8.1	8	gsk-3,ife-3,mpk-1,npp-20,raga-1,mop-25.2,mop-25.1,aak-2
cel00561	Glycerolipid metabolism	4/235	14/981	0.4418434230429257	0.7590643421506671	0.5247263323586702	CELE_K04F1.15/CELE_T08B1.3/CELE_Y39G8B.1/CELE_Y69F12A.2	4	alh-2,alh-5,Y39G8B.1,alh-12
cel04213	Longevity regulating pathway - multiple species	4/235	14/981	0.4418434230429257	0.7590643421506671	0.5247263323586702	CELE_ZK909.2/CELE_C15F1.7/CELE_F10D11.1/CELE_T01C8.1	4	kin-1,sod-1,sod-2,aak-2
cel00513	Various types of N-glycan biosynthesis	4/235	15/981	0.5012542411421077	0.8377527775624646	0.5791221086056315	CELE_K08F8.3/CELE_B0416.6/CELE_Y39A1C.4/CELE_T14F9.3	4	fut-1,gly-13,hex-3,hex-1
cel04012	ErbB signaling pathway	3/235	11/981	0.5126546847770306	0.8377527775624646	0.5791221086056315	CELE_Y18D10A.5/CELE_K08A8.1/CELE_F43C1.2	3	gsk-3,mek-1,mpk-1
cel00980	Metabolism of xenobiotics by cytochrome P450	5/235	20/981	0.5432480995629231	0.8666100635884726	0.5990705859841758	CELE_Y48E1B.10/CELE_C29E4.7/CELE_C02D5.4/CELE_R107.7/CELE_K12G11.3	5	gst-20,gsto-1,C02D5.4,gst-1,sodh-1
cel00982	Drug metabolism - cytochrome P450	5/235	21/981	0.591562825630002	0.921737425981631	0.6371790533101612	CELE_Y48E1B.10/CELE_C29E4.7/CELE_C02D5.4/CELE_R107.7/CELE_K12G11.3	5	gst-20,gsto-1,C02D5.4,gst-1,sodh-1
cel03015	mRNA surveillance pathway	4/235	17/981	0.610656106661858	0.9298627078714655	0.6427959017493242	CELE_F26E4.1/CELE_F43G9.5/CELE_F25G6.2/CELE_W09C3.6	4	sur-6,cfim-1,symk-1,gsp-3
cel03040	Spliceosome	6/235	27/981	0.6590324137074419	0.9812260381866358	0.6783023673246186	CELE_C34D4.12/CELE_F32A5.7/CELE_Y71G12B.14/CELE_ZK652.1/CELE_Y59A8B.6/CELE_M03F8.3	6	cyn-12,lsm-4,lsm-6,snr-5,prp-6,M03F8.3
cel04010	MAPK signaling pathway	4/235	19/981	0.7040462008632263	0.9999999977354067	0.6912804383402654	CELE_ZK909.2/CELE_K08A8.1/CELE_F43C1.2/CELE_Y39B6A.2	4	kin-1,mek-1,mpk-1,pph-5
cel04120	Ubiquitin mediated proteolysis	4/235	19/981	0.7040462008632263	0.9999999977354067	0.6912804383402654	CELE_F44G3.6/CELE_F29B9.6/CELE_M18.5/CELE_C47E12.5	4	skr-3,ubc-9,ddb-1,uba-1
cel04310	Wnt signaling pathway	3/235	16/981	0.7777833020026388	0.9999999977354067	0.6912804383402654	CELE_Y18D10A.5/CELE_ZK909.2/CELE_F44G3.6	3	gsk-3,kin-1,skr-3
cel04140	Autophagy - animal	5/235	28/981	0.8394594300378204	0.9999999977354067	0.6912804383402654	CELE_ZK909.2/CELE_F43C1.2/CELE_T24F1.1/CELE_T01C8.1/CELE_C25B8.3	5	kin-1,mpk-1,raga-1,aak-2,cpr-6
cel04142	Lysosome	11/235	57/981	0.8437225845994566	0.9999999977354067	0.6912804383402654	CELE_F29G9.3/CELE_R148.6/CELE_F41E6.6/CELE_F02E9.7/CELE_M05B5.4/CELE_R07B7.11/CELE_Y105E8B.9/CELE_T14F9.3/CELE_C33C12.3/CELE_C07B5.5/CELE_C25B8.3	11	aps-1,heh-1,tag-196,F02E9.7,M05B5.4,gana-1,Y105E8B.9,hex-1,gba-1,nuc-1,cpr-6
cel00062	Fatty acid elongation	2/235	13/981	0.8568635310845009	0.9999999977354067	0.6912804383402654	CELE_B0303.3/CELE_T05G5.6	2	B0303.3,ech-6
cel01212	Fatty acid metabolism	6/235	34/981	0.8620822222225397	0.9999999977354067	0.6912804383402654	CELE_B0303.3/CELE_E04F6.3/CELE_T08G2.3/CELE_T25G12.5/CELE_C55B7.4/CELE_T05G5.6	6	B0303.3,maoc-1,acdh-10,acdh-7,acdh-1,ech-6
cel00564	Glycerophospholipid metabolism	3/235	19/981	0.8707356119094457	0.9999999977354067	0.6912804383402654	CELE_K04G2.5/CELE_M05B5.4/CELE_F54D11.1	3	ath-1,M05B5.4,pmt-2
cel04212	Longevity regulating pathway - worm	5/235	30/981	0.8819709958839359	0.9999999977354067	0.6912804383402654	CELE_F37B12.2/CELE_Y48E1B.10/CELE_F10D11.1/CELE_C29E4.7/CELE_C02D5.4	5	gcs-1,gst-20,sod-2,gsto-1,C02D5.4
